title,description,price,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher
Zentral gelegene 1.5-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel.,1820.0,1.5,44.6,Weinbergstrasse 121,8001,Zürich,47.374387,8.542398,Helvetia Immobilien
Helle 2-Zimmer-Mietwohnung – Volketswil,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Gute Anbindung an öffentliche Verkehrsmittel.,1530.0,2.0,,Weinbergstrasse 98,8604,Volketswil,47.378912,8.690181,Wincasa AG
Moderne 2.5-Zimmer-Apartment in Schlieren,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung. Lift im Gebäude vorhanden.,1880.0,2.5,65.3,Gloriastrasse 146,8952,Schlieren,47.391945,8.443104,Comparis
Schöne 3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht.",4660.0,3.5,116.5,Badenerstrasse 15,8002,Zürich,47.360724,8.534805,Comparis
Schöne 3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe.",2360.0,3.0,76.5,Zürichbergstrasse 110,8049,Zürich,47.402844,8.500021,Privat
Zentral gelegene 4-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen.,3920.0,4.0,114.0,Neptunstrasse 4,8057,Zürich,47.407561,8.546421,Homegate
Helle 3-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden.,3020.0,3.0,65.8,Bellerivestrasse 58,8008,Zürich,47.358988,8.560412,Comparis
Helle 2.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive.,1960.0,2.5,63.0,Rämistrasse 12,8051,Zürich,47.407794,8.573645,Comparis
Zentral gelegene 3-Zimmer-Apartment – Volketswil,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position.",2530.0,3.0,86.4,Heinrichstrasse 126,8604,Volketswil,47.383216,8.695358,Comparis
Renovierte 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung.,2550.0,3.5,81.3,Talstrasse 6,8048,Zürich,47.38394,8.4765,Procimmo
3.5-Zimmer-Mietwohnung in Urdorf,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht.,2070.0,3.5,74.1,Dörflistrasse 137,8902,Urdorf,47.382602,8.424158,Homegate
Schöne 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Ideale Verkehrsanbindung. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.,3570.0,3.5,120.8,Birmensdorferstrasse 30,8051,Zürich,47.40436,8.572283,Privat
Geräumige 4.5-Zimmer-Apartment in Wallisellen,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier.",3940.0,4.5,137.1,Bahnhofstrasse 78,8304,Wallisellen,47.414608,8.591691,Procimmo
Renovierte 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel.,2370.0,2.5,74.5,Schaffhauserstrasse 131,8051,Zürich,47.403304,8.565137,Privat
Helle 4-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,3750.0,4.0,87.1,Dörflistrasse 134,8002,Zürich,47.358142,8.532464,UBS Real Estate
Moderne 2-Zimmer-Apartment in Birmensdorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,1820.0,2.0,68.1,Talstrasse 124,8903,Birmensdorf,47.35909,8.431099,UBS Real Estate
3-Zimmer-Mietwohnung in Rümlang,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen.,2440.0,3.0,86.6,Albisriederstrasse 24,8153,Rümlang,47.443628,8.535522,Privat
Furnished 1.5-room Apartment in Horgen,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.",1420.0,1.5,,Mutschellenstrasse 76,8810,Horgen,47.259458,8.595593,Wincasa AG
3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.,3240.0,3.0,86.4,Badenerstrasse 110,8002,Zürich,47.356471,8.535327,Comparis
Renovierte 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht.,2450.0,3.0,82.9,Heinrichstrasse 92,8047,Zürich,47.389917,,Procimmo
Zentral gelegene 2.5-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen.",3180.0,2.5,91.3,Kirchgasse 117,8002,Zürich,47.356472,8.533264,Comparis
Geräumige 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar.,2630.0,2.0,72.0,Weinbergstrasse 34,8003,Zürich,47.365159,8.517712,UBS Real Estate
Furnished 3.5-room Mietwohnung in Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.,3320.0,3.5,105.2,Freiestrasse 47,8046,Zürich,47.426436,8.51356,UBS Real Estate
2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe.,2440.0,2.5,85.6,Weinbergstrasse 106,8047,Zürich,47.385216,8.500168,Privat
Geräumige 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne. Gute Anbindung an öffentliche Verkehrsmittel.,2140.0,2.0,62.0,Heinrichstrasse 133,8057,Zürich,47.407481,8.545507,UBS Real Estate
Zentral gelegene 4-Zimmer-Wohnung – Volketswil,"Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier.",2410.0,4.0,85.3,Limmatstrasse 99,8604,Volketswil,47.388456,8.684758,Helvetia Immobilien
Möblierte 3-Zimmer-Wohnung in Pfäffikon ZH,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden. Balkon mit schöner Aussicht vorhanden.,1860.0,3.0,63.8,Josefstrasse 127,8330,Pfäffikon ZH,47.369728,8.773131,Homegate
Schöne 3-Zimmer-Mietwohnung in Meilen,"Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position.",2650.0,3.0,70.2,Mythenquai 141,8706,Meilen,47.270279,8.646732,UBS Real Estate
Helle 2-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive.,2820.0,2.0,60.0,Forchstrasse 128,8001,Zürich,47.376419,8.554285,Procimmo
2-Zimmer-Mietwohnung in Volketswil,"Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position.",1640.0,2.0,58.6,Langstrasse 143,8604,Volketswil,47.385411,8.69345,Privat
Zentral gelegene 2.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Lift im Gebäude vorhanden.,2210.0,2.5,65.9,Mutschellenstrasse 88,8037,Zürich,47.393895,8.522321,Helvetia Immobilien
Schöne 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Schöne Aussicht auf die Umgebung. Lift im Gebäude vorhanden. Frisch renoviert und neu gestrichen.,3090.0,2.5,79.7,Josefstrasse 94,8002,Zürich,47.362989,8.539737,Livit AG
Moderne 3-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Ruhige Lage, trotz stadtnaher Position. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.",2240.0,3.0,75.3,Neptunstrasse 28,8064,Zürich,47.385265,8.497472,Livit AG
Furnished 4-room Wohnung in Pfäffikon ZH,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden.",3260.0,4.0,122.8,Aargauerstrasse 49,8330,Pfäffikon ZH,47.369504,8.784754,ImmoScout24
Zentral gelegene 2.5-Zimmer-Mietwohnung – Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar.,1540.0,2.5,56.8,Gloriastrasse 12,8105,Regensdorf,47.436329,8.474713,Helvetia Immobilien
Renovierte 5-Zimmer-Wohnung in Bassersdorf,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung. Kindergarten und Schule in unmittelbarer Nähe.,2700.0,5.0,90.9,Regensbergstrasse 128,8303,Bassersdorf,47.439746,8.62858,Comparis
Schöne 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne.,3490.0,3.0,106.3,Quellenstrasse 33,8006,Zürich,47.38907,8.541117,Privat
Möblierte Apartment – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Ruhige Wohnlage im Quartier. Grosszügiger Keller inklusive.",1700.0,1.5,,Rosengartenstrasse 102,8005,Zürich,47.385782,8.527583,Helvetia Immobilien
Geräumige 4.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel. Modernes Bad mit Dusche und Badewanne. Ruhige Lage, trotz stadtnaher Position.",4040.0,4.5,139.1,Hohlstrasse 141,8064,Zürich,47.383901,8.490762,Livit AG
Geräumige 2-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position.",1950.0,2.0,67.3,Limmatstrasse 34,8006,Zürich,47.390176,8.542291,Wincasa AG
Schöne 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe.,2540.0,3.5,82.5,Weinbergstrasse 91,8047,Zürich,47.386265,8.507011,Livit AG
1.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung.,2020.0,1.5,53.8,Zürichbergstrasse 4,8003,Zürich,47.370387,8.525369,Privat
Geräumige 2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden.,2440.0,2.5,73.1,Rosengartenstrasse 42,8006,Zürich,,8.542881,Privat
3-Zimmer-Apartment in Volketswil,"Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position.",2910.0,3.0,105.7,Langstrasse 92,8604,Volketswil,47.383299,8.685793,Procimmo
Möblierte Mietwohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position.",2400.0,2.0,58.7,Bellerivestrasse 131,8032,Zürich,47.364321,8.548137,Procimmo
2-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.",1580.0,2.0,47.1,Badenerstrasse 142,8049,Zürich,47.402138,8.50111,Helvetia Immobilien
Schöne 2.5-Zimmer-Apartment in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,2170.0,2.5,82.3,Aargauerstrasse 50,8603,Dübendorf,47.389662,8.642183,ImmoScout24
Helle 5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar.,4560.0,5.0,139.9,Jupiterstrasse 11,8057,Zürich,47.404344,8.546923,Livit AG
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Lift im Gebäude vorhanden.,2140.0,3.0,67.2,Bahnhofstrasse 85,8047,Zürich,47.385424,8.495657,Homegate
Renovierte 4.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe. Südausrichtung mit viel natürlichem Licht.,4070.0,4.5,,Hohlstrasse 126,8045,Zürich,47.362178,8.509961,Helvetia Immobilien
Renovierte 5.5-Zimmer-Mietwohnung in Meilen,"Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position. Frisch renoviert und neu gestrichen.",4230.0,5.5,126.9,Militärstrasse 107,8706,Meilen,47.270283,8.646888,Wincasa AG
Moderne 3-Zimmer-Apartment in Pfäffikon ZH,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung.",2460.0,3.0,97.7,Heinrichstrasse 93,8330,Pfäffikon ZH,,8.78388,ImmoScout24
Geräumige 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen. Lift im Gebäude vorhanden.,2670.0,3.0,93.4,Limmatstrasse 115,8046,Zürich,47.42942,8.520407,Procimmo
Renovierte 2.5-Zimmer-Apartment in Kloten,"Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Lift im Gebäude vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen.",1970.0,2.5,64.4,Weinbergstrasse 99,8302,Kloten,47.45346,8.580857,UBS Real Estate
Geräumige 1-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe.",890.0,1.0,31.2,Zentralstrasse 12,8037,Zürich,47.393836,8.518782,Helvetia Immobilien
Voll möblierte 2.5-Zimmer-Wohnung,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,2800.0,2.5,60.1,Bahnhofstrasse 17,8002,Zürich,47.356128,8.53323,Procimmo
Schöne 3-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Ruhige Lage, trotz stadtnaher Position.",2780.0,3.0,77.0,Rämistrasse 40,8006,Zürich,47.384077,8.54052,Homegate
3-Zimmer-Mietwohnung in Winterthur,"Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung.",2180.0,3.0,84.7,Quellenstrasse 65,8404,Winterthur,47.488019,8.72416,Procimmo
Schöne 3-Zimmer-Wohnung in Thalwil,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht.,2200.0,3.0,67.1,Zürichbergstrasse 81,8800,Thalwil,47.289317,8.55726,Homegate
Möblierte 3-Zimmer-Mietwohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Parkplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive.",2810.0,3.0,80.1,Rämistrasse 92,8045,Zürich,47.367712,8.50468,Procimmo
Voll möblierte 4.5-Zimmer-Wohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe. Balkon mit schöner Aussicht vorhanden.",4190.0,4.5,94.6,Seestrasse 122,8700,Küsnacht,47.318874,8.593557,Comparis
Renovierte 3.5-Zimmer-Wohnung in Wädenswil,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung.,2490.0,3.5,92.8,Hohlstrasse 96,8820,Wädenswil,47.221709,8.677785,Homegate
1.5-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Ruhige Lage, trotz stadtnaher Position. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.",1780.0,1.5,51.4,Kirchgasse 138,8003,Zürich,47.366344,8.522432,Procimmo
Moderne 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.,3830.0,4.0,100.7,Albisriederstrasse 42,8032,Zürich,47.362835,8.545535,Homegate
Helle 1.5-Zimmer-Wohnung – Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar.,1150.0,1.5,41.2,Mutschellenstrasse 141,8400,Winterthur,47.500888,8.731678,UBS Real Estate
Voll möblierte 3-Zimmer-Wohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.",2900.0,3.0,61.3,Heinrichstrasse 92,8003,Zürich,47.375605,8.522559,UBS Real Estate
